filtered_rank,player_id,player_name,n_press,n_rows,participation_total,participation_per_press,participation_rank,distance_total,distance_per_press,distance_rank,check_total,check_per_press,check_rank,position
80,fc27738e-0887-ed94-4db2-89b7229b368c,"Barron, Travis",187.0,785,1.1368771807397076,0.0052633202812023,331.0,3.30623533914416,0.0156693617968917,273.0,4.371968704552563,0.0233795117890511,217.0,LW
81,09acb688-56e4-f841-9840-99924478fb13,"Dowling, Justin",194.0,734,3.2601651546871375,0.0160599268703799,87.0,8.284012504016845,0.041838446989984,55.0,4.5178180619524095,0.0232877219688268,218.0,C
82,4b82112b-52bb-febc-3fbb-b51f3d1a7dd1,"Brind'Amour, Skyler",152.0,620,-1.0033042568039074,-0.0064314375436147,770.0,3.779741951495246,0.0248667233651003,175.0,3.5369299422850595,0.0232692759360859,219.0,C
83,967d9997-756d-44cc-889a-8c024fc10a3c,"Robins, Tristen",96.0,391,1.7016817864619684,0.0137232402134029,114.0,4.104730757041814,0.0363250509472726,85.0,2.2254521063663373,0.0231817927746493,220.0,F
84,0753b094-9e2f-976d-85c8-d22a1d280e8d,"Jiricek, David",82.0,220,-0.0448674110258195,-0.0003532867009907,543.0,-0.416808970374089,-0.0035322794099499,482.0,1.8927428927805967,0.0230822303997633,224.0,D
85,cb8a6b8b-c5a6-4bfe-10b7-15c784b83a7d,"Bjork, Marcus",101.0,280,0.6827634333565952,0.0039015053334662,381.0,-0.2019778667810101,-0.0012703010489371,452.0,2.2401041611779515,0.0221792491205737,225.0,D
86,321ccb94-26f9-bf52-17cf-db4a8b4d324d,"McCartney, Ben",103.0,416,1.1106548034426615,0.0101894936095657,169.0,2.783207528304916,0.0257704400768973,170.0,2.2608705615886153,0.0219501996270739,227.0,F
87,9b9236f2-e096-ef85-f4a8-1e2d657d99a2,"Legare, Nathan",145.0,582,-0.3892963479879037,-0.0024030638764685,624.0,3.2799607841453247,0.0214376521839563,218.0,3.084665750382806,0.0212735568991917,229.0,RW
88,963e7b7e-ada7-34b2-b447-eebe01c946c0,"Mitchell, Ian",114.0,246,-0.3639125377994878,-0.0023785133189509,621.0,-1.3299393879591337,-0.0092356901941606,602.0,2.4165023340408354,0.021197388895095,230.0,D
89,69aa4743-6d37-4847-9c9e-f55a0d888150,"Weatherby, Jasper",210.0,840,2.43677483135613,0.0110762492334369,152.0,10.243993402662218,0.049487890834117,32.0,4.393501968400088,0.0209214379447623,231.0,F
90,db0333ab-7807-d7a0-6a75-e78b8401080d,"Fogarty, Steven",272.0,1163,0.1724575482670396,0.0006294071104636,495.0,6.929201975385242,0.0252890583043257,172.0,5.677244978278251,0.0208722241848465,232.0,RW
91,4447229a-e693-b7a3-6bbe-f464ae9917c4,"Pyyhtia, Mikael",146.0,620,1.380080251221215,0.008961560072865,196.0,2.9996023168908996,0.0201315591737644,231.0,3.0170405456288636,0.0206646612714305,233.0,LW
92,bc0901c4-4d45-8b85-d17f-37826e9e5b4a,"Clarke, Brandt",94.0,200,0.0597069085833919,0.0003778918264771,508.0,-0.5867127081291622,-0.0037852432782526,488.0,1.9061364304642037,0.0202780471325979,234.0,D
93,9d227775-ff40-8878-dbd2-b275f291952a,"Karlstrom, Fredrik",208.0,790,1.890532682019075,0.008834264869248,203.0,4.2193728246573565,0.0202854462723911,227.0,4.184422683944605,0.0201174167497336,235.0,LW
94,ec19bc8b-8413-3a35-3a64-922eeb62d5a7,"Jankowski, Mark",130.0,489,1.9835066294487096,0.0151412719805245,99.0,4.832810145956254,0.0402734178829687,65.0,2.56839708717841,0.0197569006706031,236.0,LW
95,bcfc449f-d442-64d4-e387-32dabfcda765,"DiLiberatore, Peter",52.0,159,-0.964497557571528,-0.0112150878787386,883.0,-1.2017217062105674,-0.0136559284796655,716.0,1.0248226900304382,0.0197081286544315,237.0,D
96,0ca4f9ef-7e7a-d691-6e1c-16d394e84bfe,"Baddock, Brandon",177.0,749,0.4138474063735757,0.0023921815397316,435.0,4.790221970816979,0.027372696976097,143.0,3.415786995356421,0.0192982316121831,243.0,LW
97,a0de9f22-44da-3274-37de-11b5b6d222d6,"Luce, Griffin",25.0,56,0.3837404047452897,0.0085275645498953,212.0,0.1369123401045025,0.0035105728231923,390.0,0.4783901313441006,0.019135605253764,244.0,D
98,bb2c81a7-ec5a-c3c3-28e2-077918bc20a3,"Jones, Nick",20.0,0,-0.2725296580600133,-0.0012735030750467,574.0,-2.1081988409606485,-0.0103343080439247,627.0,0.3812250722675545,0.0190612536133777,245.0,F
99,7198f83d-2f1a-fa7f-fa4c-a2119e877247,"St. Ivany, Jack",66.0,140,0.620544312630845,0.0034284216167449,404.0,-3.5040070826215683,-0.0282581216340449,966.0,1.2513124511787477,0.0189592795633143,247.0,D
100,add71ad9-21c0-6eb3-ed18-205596e41672,"Puustinen, Valtteri",73.0,238,0.1392602930914168,0.0016982962572124,461.0,0.4716229294928663,0.0064605880752447,363.0,1.3701418013054567,0.0187690657713076,248.0,RW
101,b8c6b250-84bc-2be1-fefe-d5c971f905cd,"Lettieri, Vinni",53.0,228,0.2285764131193302,0.0041559347839878,368.0,1.3812585918170617,0.025578862811427,171.0,0.9917992058351524,0.0187131925629274,249.0,C
102,29bef5a1-cfab-3a79-60d0-9389a42a0e4a,"Cassels, Cole",251.0,974,-0.3377680856013018,-0.0011607150707948,569.0,5.668852425292874,0.020918274632077,222.0,4.696755014158401,0.018712171371149,250.0,F
103,eeb81509-6a0d-5320-8d5a-2c1e58d83af5,"Lycksell, Olle",175.0,719,1.8130286113049552,0.0094428573505466,183.0,3.740178714787204,0.0202171822420929,228.0,3.232011076763276,0.0184686347243615,251.0,RW
104,ac8def35-7690-efa6-0e76-cb51ada82cf5,"Koivula, Otto",127.0,473,0.3729495231449178,0.0028910815747668,419.0,3.4875038132739857,0.0264204834338938,160.0,2.318690185434922,0.0182574030349206,252.0,C
105,4140108e-fd7c-f6c9-17ed-54d6cb083bb4,"Clifford, Kyle",146.0,569,0.9217725052337756,0.005946919388605,302.0,5.648592614866461,0.0376572840991097,79.0,2.6651542261792702,0.0182544810012278,253.0,LW
106,69c1e284-b220-e453-250a-66413a82618e,"Studenic, Marian",145.0,533,0.77632240055827,0.0048825308211211,342.0,-0.5144761150640361,-0.0033407539939223,477.0,2.645903480160208,0.0182476102080014,254.0,LW
107,f7d87866-fb2a-6a94-5317-d30145102fef,"Meyer, Carson",142.0,577,0.8947534310304727,0.0060867580342209,295.0,6.424474055758976,0.0446144031649928,43.0,2.580657349658141,0.0181736433074517,255.0,RW
108,585986b6-3712-2c35-2fca-81686469bf23,"Allison, Wade",254.0,1055,2.4451826006047925,0.0089567128227281,197.0,7.695957574635408,0.0292621961012753,130.0,4.567708628737424,0.0179831048375489,256.0,F
109,3c97dc1d-a952-5220-56df-de7a5c64c208,"Mcging, Hugh",193.0,641,2.3522668062340086,0.0122513896158021,134.0,5.897745555711305,0.0296369123402578,128.0,3.409810731997772,0.0176674131191594,258.0,F
110,d7535706-ab13-a4e2-1b01-b80ac5ff0720,"Andonovski, Corey",171.0,658,1.3647150500116312,0.0066571465854225,276.0,4.558406977448825,0.0269728223517681,149.0,3.0142502112104257,0.0176271942176048,259.0,RW
111,c6548f66-32fe-d071-8807-3d92f9c63357,"Clurman, Nathan",93.0,259,-0.1210188415910672,-0.0007909728208566,557.0,-1.1700813741006306,-0.0079597372387798,574.0,1.6288118736559534,0.0175141061683435,261.0,D
112,ee133fc2-90e8-4f9f-b9da-0150fd7acd75,"Doan, Josh",186.0,782,2.9457478483368233,0.014369501699204,108.0,5.600232000789123,0.0275873497575818,140.0,3.2525753714231147,0.0174869643624898,262.0,RW
113,41273737-16e3-50f4-d08a-03a1fc11edf5,"Bourque, Mavrik",223.0,809,2.5465643172830896,0.0105229930466243,162.0,8.66950538850982,0.0367351923241941,83.0,3.848203441672173,0.0172565176756599,263.0,C
114,0f052c34-6cd2-f4fd-a861-d9051a8e86e4,"Angle, Tyler",102.0,462,-0.5301430565247729,-0.0045701987631445,694.0,3.5446315811368247,0.032519555790246,104.0,1.7532445603679665,0.0171886721604702,264.0,F
115,b90aa353-979c-854a-6f54-5a714d009b15,"Hall, Curtis",53.0,238,-0.316566643405443,-0.0060878200654892,758.0,0.8268153043998588,0.016212064792154,269.0,0.910810129477504,0.0171850967825944,265.0,C
116,17494d44-9ff1-9cf3-5f99-cc754342c12f,"Bishop, Clark",163.0,631,1.4244045126773677,0.0080932074583941,237.0,7.0456658169492075,0.0412027240757263,61.0,2.793403623977577,0.0171374455458747,266.0,C
117,9c74b325-0fa9-5486-dd3f-f6b577678042,"Pavel, Ondrej",161.0,661,0.8743021632937898,0.0049395602445976,341.0,3.469324719882482,0.0200539001149276,232.0,2.750602759778287,0.0170844891911694,267.0,F
118,f01b2f76-df10-daf6-f8e2-f2a3968f6d64,"Dalpe, Zac",167.0,586,2.5139497557571535,0.0147014605599833,104.0,4.867267988766967,0.0282980697021335,133.0,2.809134502013698,0.0168211646827167,268.0,C
119,be8e81a6-ec2f-39eb-ef48-6264cf6f5d01,"Harkins, Jansen",35.0,151,1.097645964177716,0.0203267771144021,61.0,0.4760503399065894,0.0140014805854879,288.0,0.5836258391566166,0.0166750239759033,269.0,C
120,5c7cca9d-bfc2-3931-363d-daaebc4da409,"Willman, Maxwell",155.0,588,1.9228715980460576,0.0121700734053547,136.0,2.764947687834149,0.0174996689103427,258.0,2.545129204120032,0.0164201884136776,271.0,LW
121,e189f09c-ba3d-6a94-95bf-30aaa84cf98d,"Svozil, Stanislav",125.0,277,0.8269341707373814,0.0041346708536869,371.0,-2.7536184972763293,-0.014646906900406,739.0,2.041525841018122,0.0163322067281449,272.0,D
122,c4ebf006-49c8-4653-9f36-08b55190b8b2,"Dufour, William",170.0,698,0.8441125843219359,0.0044662041498515,354.0,5.190603264529885,0.0279064691641391,138.0,2.7421127615367222,0.016130075067863,273.0,F
